学名,x,y,日期,地址,数量,目,科,种,保护级别
Corvus dauuricus,113.8047981,34.87800986,2025/1/3,马渡,1,雀形目,鸦科,达乌里寒鸦,
Cyanopica cyanus ,113.8047981,34.87800986,2025/2/23,马渡,30,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.8047981,34.87800986,2025/3/29,马渡,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.8047981,34.87800986,2025/5/3,马渡,10,雀形目,鸦科,灰喜鹊,
Cygnus columbianus,113.8047981,34.87800986,2025/2/25,马渡,20,雁形目,鸭科,小天鹅,Ⅱ
Cygnus columbianus,113.8047981,34.87800986,2025/2/28,马渡,120,雁形目,鸭科,小天鹅,Ⅱ
Cygnus columbianus,113.8047981,34.87800986,2025/3/1,马渡,100,雁形目,鸭科,小天鹅,Ⅱ
Cygnus columbianus,113.8047981,34.87800986,2025/3/6,马渡,20,雁形目,鸭科,小天鹅,Ⅱ
Cygnus cygnus,113.8047981,34.87800986,2025/2/23,马渡,80,雁形目,鸭科,大天鹅,Ⅱ
Cygnus cygnus,113.8047981,34.87800986,2025/3/6,马渡,5,雁形目,鸭科,大天鹅,Ⅱ
Egretta garzetta ,113.8047981,34.87800986,2025/5/3,马渡,2,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.8047981,34.87800986,2025/8/29,马渡,30,鹈形目,鹭科,白鹭,
Emberiza pusilla,113.8047981,34.87800986,2025/3/29,马渡,10,雀形目,鹀科,小鹀,
Emberiza rustica ,113.8047981,34.87800986,2025/2/20,马渡,2,雀形目,鹀科,田鹀,
Eophona migratoria ,113.8047981,34.87800986,2025/3/29,马渡,15,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona migratoria ,113.8047981,34.87800986,2025/5/3,马渡,4,雀形目,燕雀科,黑尾蜡嘴雀,
Falco amurensis,113.8047981,34.87800986,2025/8/29,马渡,2,隼形目,  隼科,红脚隼,Ⅱ
Falco peregrinus ,113.8047981,34.87800986,2025/3/1,马渡,1,隼形目,  隼科,游隼,Ⅱ
Falco subbuteo,113.8047981,34.87800986,2025/8/29,马渡,2,隼形目,  隼科,燕隼,Ⅱ
Fulica atra ,113.8047981,34.87800986,2025/2/23,马渡,5,鹤形目, 秧鸡科,骨顶鸡,
Gallinula chloropus ,113.8047981,34.87800986,2025/2/23,马渡,1,鹤形目, 秧鸡科,黑水鸡,
Gallinula chloropus ,113.8047981,34.87800986,2025/8/29,马渡,2,鹤形目, 秧鸡科,黑水鸡,
Grus vipio,113.8047981,34.87800986,2025/2/20,马渡,4,鹤形目,鹤科,白枕鹤,Ⅰ
Grus vipio,113.8047981,34.87800986,2025/2/21,马渡,4,鹤形目,鹤科,白枕鹤,Ⅰ
Grus vipio,113.8047981,34.87800986,2025/2/23,马渡,4,鹤形目,鹤科,白枕鹤,Ⅰ
Hirundo rustica ,113.8047981,34.87800986,2025/5/3,马渡,80,雀形目, 燕科,家燕,
Larus ridibundus,113.8047981,34.87800986,2025/3/29,马渡,1,鸻形目,  鸥科,红嘴鸥,
Larus vegae,113.8047981,34.87800986,2025/1/3,马渡,10,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/2/20,马渡,5,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/2/21,马渡,1,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/2/23,马渡,20,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/2/25,马渡,20,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/3/1,马渡,5,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/3/6,马渡,5,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/3/29,马渡,1,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8047981,34.87800986,2025/4/6,马渡,3,鸻形目,  鸥科,西伯利亚银鸥,
Mergus merganser ,113.8047981,34.87800986,2025/1/3,马渡,6,雁形目,鸭科,普通秋沙鸭,
Mergus merganser ,113.8047981,34.87800986,2025/2/23,马渡,10,雁形目,鸭科,普通秋沙鸭,
Mergus merganser ,113.8047981,34.87800986,2025/2/25,马渡,2,雁形目,鸭科,普通秋沙鸭,
Motacilla alba ,113.8047981,34.87800986,2025/2/23,马渡,10,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.8047981,34.87800986,2025/3/29,马渡,5,雀形目,鹡鸰科,白鹡鸰,
Numenius arquata ,113.8047981,34.87800986,2025/2/23,马渡,2,鸻形目,鹬科,白腰杓鹬,Ⅱ
Nycticorax  nycticorax  ,113.8047981,34.87800986,2025/5/3,马渡,2,鹈形目,鹭科,夜鹭,
Pardaliparus venustulus,113.8047981,34.87800986,2025/3/29,马渡,10,雀形目,山雀科,黄腹山雀,
Parus major ,113.8047981,34.87800986,2025/3/29,马渡,5,雀形目,山雀科,大山雀（远东山雀）,
Passer montanus ,113.8047981,34.87800986,2025/2/20,马渡,3,雀形目,雀科,麻雀,
Passer montanus ,113.8047981,34.87800986,2025/2/23,马渡,50,雀形目,雀科,麻雀,
Passer montanus ,113.8047981,34.87800986,2025/5/3,马渡,30,雀形目,雀科,麻雀,
Passer montanus ,113.8047981,34.87800986,2025/8/29,马渡,100,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/1/3,马渡,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/2/21,马渡,10,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/2/23,马渡,100,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/2/25,马渡,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/2/28,马渡,120,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/3/1,马渡,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/3/6,马渡,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/3/29,马渡,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/4/6,马渡,15,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8047981,34.87800986,2025/5/3,马渡,10,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.8047981,34.87800986,2025/4/7,马渡,2,鸡形目,雉科,环颈雉,
Pica pica ,113.8047981,34.87800986,2025/2/20,马渡,5,雀形目,鸦科,喜鹊,
Pica pica ,113.8047981,34.87800986,2025/2/21,马渡,20,雀形目,鸦科,喜鹊,
Pica pica ,113.8047981,34.87800986,2025/2/23,马渡,30,雀形目,鸦科,喜鹊,
Pica pica ,113.8047981,34.87800986,2025/5/3,马渡,10,雀形目,鸦科,喜鹊,
Picus canus ,113.8047981,34.87800986,2025/3/29,马渡,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Platalea leucorodia,113.8047981,34.87800986,2025/2/20,马渡,2,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/2/23,马渡,5,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/2/28,马渡,40,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/3/1,马渡,20,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/3/29,马渡,30,鹈形目,鹮科,白琵鹭,Ⅱ
Platalea leucorodia,113.8047981,34.87800986,2025/4/6,马渡,19,鹈形目,鹮科,白琵鹭,Ⅱ
Podiceps cristatus ,113.8047981,34.87800986,2025/3/1,马渡,2,䴙䴘目,䴙䴘科,凤头,
Podiceps ruficollis,113.8047981,34.87800986,2025/2/23,马渡,2,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.8047981,34.87800986,2025/5/3,马渡,7,䴙䴘目,䴙䴘科,小,
Pycnonotus sinensis ,113.8047981,34.87800986,2025/5/3,马渡,8,雀形目,鹎科,白头鹎,
Scolopax rusticola,113.8047981,34.87800986,2025/4/7,马渡,1,鸻形目,鹬科,丘鹬,
Sterna hirundo,113.8047981,34.87800986,2025/5/3,马渡,8,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.8047981,34.87800986,2025/8/29,马渡,2,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.8047981,34.87800986,2025/3/29,马渡,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.8047981,34.87800986,2025/5/3,马渡,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.8047981,34.87800986,2025/1/3,马渡,1,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.8047981,34.87800986,2025/3/29,马渡,25,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.8047981,34.87800986,2025/3/29,马渡,10,雀形目,椋鸟科,灰椋鸟,
Tadorna ferruginea,113.8047981,34.87800986,2025/2/23,马渡,5,雁形目,鸭科,赤麻鸭,
Tadorna ferruginea,113.8047981,34.87800986,2025/2/25,马渡,2,雁形目,鸭科,赤麻鸭,
Tadorna ferruginea,113.8047981,34.87800986,2025/3/1,马渡,5,雁形目,鸭科,赤麻鸭,
Tadorna ferruginea,113.8047981,34.87800986,2025/3/29,马渡,2,雁形目,鸭科,赤麻鸭,
Turdus eunomus,113.8047981,34.87800986,2025/2/23,马渡,1,雀形目,鸫科,斑鸫,
Turdus eunomus,113.8047981,34.87800986,2025/3/29,马渡,1,雀形目,鸫科,斑鸫,
Turdus merula ,113.8047981,34.87800986,2025/3/29,马渡,10,雀形目,鸫科,乌鸫,
Vanellus vanellus,113.8047981,34.87800986,2025/2/25,马渡,8,鸻形目,鸻科,凤头麦鸡,
Acridotheres cristatellus ,113.8321352,34.87797465,2025/7/11,金水,3,雀形目,椋鸟科,八哥,
Ardea cinerea ,113.8321352,34.87797465,2025/5/1,金水,10,鹈形目,鹭科,苍鹭,
Copsychus saularis,113.8321352,34.87797465,2025/7/11,金水,2,雀形目,鹟科,鹊鸲,
Cyanopica cyanus ,113.8321352,34.87797465,2025/7/11,金水,10,雀形目,鸦科,灰喜鹊,
Egretta garzetta ,113.8321352,34.87797465,2025/5/1,金水,10,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.8321352,34.87797465,2025/7/11,金水,4,鹈形目,鹭科,白鹭,
Hirundo rustica ,113.8321352,34.87797465,2025/7/11,金水,20,雀形目, 燕科,家燕,
Lanius cristatus ,113.8321352,34.87797465,2025/7/11,金水,1,雀形目,伯劳科,红尾伯劳,
Motacilla alba ,113.8321352,34.87797465,2025/5/1,金水,3,雀形目,鹡鸰科,白鹡鸰,
Nycticorax  nycticorax  ,113.8321352,34.87797465,2025/5/1,金水,5,鹈形目,鹭科,夜鹭,
Nycticorax  nycticorax  ,113.8321352,34.87797465,2025/7/11,金水,2,鹈形目,鹭科,夜鹭,
Passer montanus ,113.8321352,34.87797465,2025/7/11,金水,30,雀形目,雀科,麻雀,
Pica pica ,113.8321352,34.87797465,2025/7/11,金水,10,雀形目,鸦科,喜鹊,
Pycnonotus sinensis ,113.8321352,34.87797465,2025/7/11,金水,10,雀形目,鹎科,白头鹎,
Sterna hirundo,113.8321352,34.87797465,2025/7/11,金水,10,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.8321352,34.87797465,2025/7/11,金水,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.8321352,34.87797465,2025/7/11,金水,10,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.8321352,34.87797465,2025/7/11,金水,5,雀形目,椋鸟科,灰椋鸟,
Sturnus sericeus,113.8321352,34.87797465,2025/7/11,金水,2,雀形目,椋鸟科,丝光椋鸟,
Turdus merula ,113.8321352,34.87797465,2025/7/11,金水,2,雀形目,鸫科,乌鸫,
Accipiter gentilis,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,苍鹰,Ⅱ
Accipiter nisus,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,雀鹰,Ⅱ
Actitis hypoleucos,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鸻形目,鹬科,矶鹬,
Aegithalos caudatus ,113.8345385,34.87818589,2025/10/25,马渡湿地,15,雀形目,长尾山雀科,银喉长尾山雀,
Alauda arvensis ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,百灵科,云雀,Ⅱ
Anas crecca ,113.8345385,34.87818589,2025/10/23,马渡湿地,200,雁形目,鸭科,绿翅鸭,
Anas falcata,113.8345385,34.87818589,2025/10/23,马渡湿地,50,雁形目,鸭科,罗纹鸭,
Anas platyrhynchos,113.8345385,34.87818589,2025/10/23,马渡湿地,20,雁形目,鸭科,绿头鸭,
Anas platyrhynchos,113.8345385,34.87818589,2025/10/25,马渡湿地,2,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.8345385,34.87818589,2025/10/23,马渡湿地,50,雁形目,鸭科,斑嘴鸭,
Anas strepera ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雁形目,鸭科,赤膀鸭,
Anas strepera ,113.8345385,34.87818589,2025/10/25,马渡湿地,50,雁形目,鸭科,赤膀鸭,
Anser serrirostris,113.8345385,34.87818589,2025/10/23,马渡湿地,10,雁形目,鸭科,短嘴豆雁,
Anser serrirostris,113.8345385,34.87818589,2025/10/25,马渡湿地,50,雁形目,鸭科,短嘴豆雁,
Anthus hodgsoni ,113.8345385,34.87818589,2025/10/25,马渡湿地,10,雀形目,鹡鸰科,树鹨,
Ardea alba ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.8345385,34.87818589,2025/10/25,马渡湿地,10,鹈形目,鹭科,苍鹭,
Buteo buteo ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,普通鵟,Ⅱ
Circus  cyaneus  ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,白尾鹞,Ⅱ
Circus melanoleucos,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,白腹鹞,Ⅱ
Cisticola juncidis ,113.8345385,34.87818589,2025/10/25,马渡湿地,2,雀形目,扇尾莺科,棕扇尾莺,
Corvus corone ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鸦科,小嘴乌鸦,
Egretta garzetta ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Elanus caeruleus,113.8345385,34.87818589,2025/10/25,马渡湿地,2,鹰形目,鹰科,黑翅鸢,Ⅱ
Emberiza pusilla,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鹀科,小鹀,
Emberiza pusilla,113.8345385,34.87818589,2025/10/25,马渡湿地,30,雀形目,鹀科,小鹀,
Emberiza spodocephala ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鹀科,灰头鹀,
Emberiza spodocephala ,113.8345385,34.87818589,2025/10/25,马渡湿地,20,雀形目,鹀科,灰头鹀,
Eophona migratoria ,113.8345385,34.87818589,2025/10/25,马渡湿地,15,雀形目,燕雀科,黑尾蜡嘴雀,
Falco peregrinus ,113.8345385,34.87818589,2025/10/25,马渡湿地,1,隼形目,  隼科,游隼,Ⅱ
Falco tinnunculus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,隼形目,  隼科,红隼,Ⅱ
Lanius schach ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.8345385,34.87818589,2025/10/25,马渡湿地,1,雀形目,伯劳科,棕背伯劳,
Lanius sphenocercus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,伯劳科,楔尾伯劳,
Larus vegae,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.8345385,34.87818589,2025/10/25,马渡湿地,1,鸻形目,  鸥科,西伯利亚银鸥,
Megaceryle lugubris,113.8345385,34.87818589,2025/10/23,马渡湿地,1,佛法僧目,翠鸟科,冠鱼狗,
Motacilla alba ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鹡鸰科,白鹡鸰,
Parus major ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,山雀科,大山雀（远东山雀）,
Parus major ,113.8345385,34.87818589,2025/10/25,马渡湿地,15,雀形目,山雀科,大山雀（远东山雀）,
Passer montanus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,雀科,麻雀,
Passer montanus ,113.8345385,34.87818589,2025/10/25,马渡湿地,150,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.8345385,34.87818589,2025/10/23,马渡湿地,1,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.8345385,34.87818589,2025/10/25,马渡湿地,1,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.8345385,34.87818589,2025/10/25,马渡湿地,20,鸡形目,雉科,环颈雉,
Phoenicurus auroreus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鹟科,北红尾鸲,
Phoenicurus auroreus ,113.8345385,34.87818589,2025/10/25,马渡湿地,5,雀形目,鹟科,北红尾鸲,
Phylloscopus proregulus,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,柳莺科,黄腰柳莺,
Phylloscopus proregulus,113.8345385,34.87818589,2025/10/25,马渡湿地,20,雀形目,柳莺科,黄腰柳莺,
Pica pica ,113.8345385,34.87818589,2025/10/25,马渡湿地,10,雀形目,鸦科,喜鹊,
Picus canus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Picus canus ,113.8345385,34.87818589,2025/10/25,马渡湿地,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Platalea leucorodia,113.8345385,34.87818589,2025/10/23,马渡湿地,10,鹈形目,鹮科,白琵鹭,Ⅱ
Prinia inornata,113.8345385,34.87818589,2025/10/25,马渡湿地,5,雀形目,扇尾莺科,纯色山鹪莺,
Pycnonotus sinensis ,113.8345385,34.87818589,2025/10/25,马渡湿地,100,雀形目,鹎科,白头鹎,
Streptopelia chinensis,113.8345385,34.87818589,2025/10/25,马渡湿地,15,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.8345385,34.87818589,2025/10/25,马渡湿地,30,鸽形目,鸠鸽科,山斑鸠,
Tadorna ferruginea,113.8345385,34.87818589,2025/10/25,马渡湿地,4,雁形目,鸭科,赤麻鸭,
Tarsiger cyanurus ,113.8345385,34.87818589,2025/10/23,马渡湿地,1,雀形目,鹟科,红胁蓝尾鸲,
Tringa nebularia,113.8345385,34.87818589,2025/10/23,马渡湿地,1,鸻形目,鹬科,青脚鹬,
Turdus merula ,113.8345385,34.87818589,2025/10/25,马渡湿地,5,雀形目,鸫科,乌鸫,
Zosterops japonicus,113.8345385,34.87818589,2025/10/25,马渡湿地,30,雀形目,绣眼鸟科,暗绿绣眼鸟,
 Asio otus,113.8741493,34.88571972,2025/1/1,东区杨桥,12,鸮形目,鸱鸮科,长耳鸮,Ⅱ
 Calcarius lapponicus,113.8741493,34.88571972,2025/1/1,东区杨桥,30,雀形目,铁爪鹀科,铁爪鹀,
Acridotheres cristatellus ,113.8741493,34.88571972,2025/1/1,东区杨桥,20,雀形目,椋鸟科,八哥,
Aegithalos caudatus ,113.8741493,34.88571972,2025/1/1,东区杨桥,10,雀形目,长尾山雀科,银喉长尾山雀,
Alauda arvensis ,113.8741493,34.88571972,2025/1/1,东区杨桥,60,雀形目,百灵科,云雀,Ⅱ
Anas clypeata,113.8741493,34.88571972,2025/1/1,东区杨桥,4,雁形目,鸭科,琵嘴鸭,
Anas crecca ,113.8741493,34.88571972,2025/1/1,东区杨桥,40,雁形目,鸭科,绿翅鸭,
Anas platyrhynchos,113.8741493,34.88571972,2025/1/1,东区杨桥,60,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.8741493,34.88571972,2025/1/1,东区杨桥,80,雁形目,鸭科,斑嘴鸭,
Anser serrirostris,113.8741493,34.88571972,2025/1/1,东区杨桥,300,雁形目,鸭科,短嘴豆雁,
Anthus spinoletta ,113.8741493,34.88571972,2025/1/1,东区杨桥,5,雀形目,鹡鸰科,水鹨,
Ardea alba ,113.8741493,34.88571972,2025/1/1,东区杨桥,60,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.8741493,34.88571972,2025/1/1,东区杨桥,50,鹈形目,鹭科,苍鹭,
Buteo buteo ,113.8741493,34.88571972,2025/1/1,东区杨桥,1,鹰形目,鹰科,普通鵟,Ⅱ
Buteo hemilasius,113.8741493,34.88571972,2025/1/1,东区杨桥,2,鹰形目,鹰科,大鵟,Ⅱ
Carduelis sinica ,113.8741493,34.88571972,2025/1/1,东区杨桥,20,雀形目,燕雀科,金翅雀,
Ceryle rudis ,113.8741493,34.88571972,2025/1/1,东区杨桥,3,佛法僧目,翠鸟科,斑鱼狗,
Circus  cyaneus  ,113.8741493,34.88571972,2025/1/1,东区杨桥,3,鹰形目,鹰科,白尾鹞,Ⅱ
Circus spilonotus,113.8741493,34.88571972,2025/1/1,东区杨桥,1,鹰形目,鹰科,白腹鹞,Ⅱ
Corvus corone ,113.8741493,34.88571972,2025/1/1,东区杨桥,20,雀形目,鸦科,小嘴乌鸦,
Cyanopica cyanus ,113.8741493,34.88571972,2025/1/1,东区杨桥,100,雀形目,鸦科,灰喜鹊,
Egretta garzetta ,113.8741493,34.88571972,2025/1/1,东区杨桥,50,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.8741493,34.88571972,2025/1/1,东区杨桥,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Emberiza pallasi ,113.8741493,34.88571972,2025/1/1,东区杨桥,35,雀形目,鹀科,苇鹀,
Emberiza yessoensis,113.8741493,34.88571972,2025/1/1,东区杨桥,2,雀形目,鹀科,红颈苇鹀,
Falco peregrinus ,113.8741493,34.88571972,2025/1/1,东区杨桥,1,隼形目,  隼科,游隼,Ⅱ
Falco tinnunculus ,113.8741493,34.88571972,2025/1/1,东区杨桥,1,隼形目,  隼科,红隼,Ⅱ
Fringilla montifringilla,113.8741493,34.88571972,2025/1/1,东区杨桥,200,雀形目,燕雀科,燕雀,
Fulica atra ,113.8741493,34.88571972,2025/1/1,东区杨桥,12,鹤形目, 秧鸡科,骨顶鸡,
Gallinula chloropus ,113.8741493,34.88571972,2025/1/1,东区杨桥,2,鹤形目, 秧鸡科,黑水鸡,
Garrulax perspicillatus,113.8741493,34.88571972,2025/1/1,东区杨桥,1,雀形目,噪鹛科,黑脸噪鹛,
Grus grus ,113.8741493,34.88571972,2025/1/1,东区杨桥,18,鹤形目,鹤科,灰鹤,Ⅱ
Lanius schach ,113.8741493,34.88571972,2025/1/1,东区杨桥,5,雀形目,伯劳科,棕背伯劳,
Lanius sphenocercus ,113.8741493,34.88571972,2025/1/1,东区杨桥,2,雀形目,伯劳科,楔尾伯劳,
Larus vegae,113.8741493,34.88571972,2025/1/1,东区杨桥,30,鸻形目,  鸥科,西伯利亚银鸥,
Mergus merganser ,113.8741493,34.88571972,2025/1/1,东区杨桥,20,雁形目,鸭科,普通秋沙鸭,
Motacilla alba ,113.8741493,34.88571972,2025/1/1,东区杨桥,10,雀形目,鹡鸰科,白鹡鸰,
Otis tarda ,113.8741493,34.88571972,2025/1/1,东区杨桥,14,鸨形目,鸨科,大鸨,Ⅰ
Paradoxornis webbianus ,113.8741493,34.88571972,2025/1/1,东区杨桥,30,雀形目,莺鹛科,棕头鸦雀,
Passer montanus ,113.8741493,34.88571972,2025/1/1,东区杨桥,200,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.8741493,34.88571972,2025/1/1,东区杨桥,200,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.8741493,34.88571972,2025/1/1,东区杨桥,20,鸡形目,雉科,环颈雉,
Pica pica ,113.8741493,34.88571972,2025/1/1,东区杨桥,100,雀形目,鸦科,喜鹊,
Picus canus ,113.8741493,34.88571972,2025/1/1,东区杨桥,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Pycnonotus sinensis ,113.8741493,34.88571972,2025/1/1,东区杨桥,30,雀形目,鹎科,白头鹎,
Streptopelia chinensis,113.8741493,34.88571972,2025/1/1,东区杨桥,50,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.8741493,34.88571972,2025/1/1,东区杨桥,100,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.8741493,34.88571972,2025/1/1,东区杨桥,15,雀形目,椋鸟科,灰椋鸟,
Tadorna ferruginea,113.8741493,34.88571972,2025/1/1,东区杨桥,20,雁形目,鸭科,赤麻鸭,
Turdus eunomus,113.8741493,34.88571972,2025/1/1,东区杨桥,1,雀形目,鸫科,斑鸫,
Turdus merula ,113.8741493,34.88571972,2025/1/1,东区杨桥,3,雀形目,鸫科,乌鸫,
Turdus naumanni,113.8741493,34.88571972,2025/1/1,东区杨桥,6,雀形目,鸫科,红尾斑鸫,
Upupa epops ,113.8741493,34.88571972,2025/1/1,东区杨桥,6,犀鸟目,戴胜科,戴胜,
Acridotheres cristatellus ,113.8741493,34.88571972,2025/1/4,杨桥,1,雀形目,椋鸟科,八哥,
Alauda arvensis ,113.8741493,34.88571972,2025/3/6,杨桥,10,雀形目,百灵科,云雀,Ⅱ
Alcedo atthis ,113.8741493,34.88571972,2025/1/4,杨桥,1,佛法僧目,翠鸟科,普通翠鸟,
Anas platyrhynchos,113.8741493,34.88571972,2025/1/4,杨桥,10,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.8741493,34.88571972,2025/1/4,杨桥,8,雁形目,鸭科,斑嘴鸭,
Anthus rubescens ,113.8741493,34.88571972,2025/1/4,杨桥,1,雀形目,鹡鸰科,黄腹鹨,
Anthus spinoletta ,113.8741493,34.88571972,2025/1/4,杨桥,3,雀形目,鹡鸰科,水鹨,
Ardea alba ,113.8741493,34.88571972,2025/1/4,杨桥,2,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.8741493,34.88571972,2025/1/4,杨桥,22,鹈形目,鹭科,苍鹭,
Buteo buteo ,113.8741493,34.88571972,2025/1/4,杨桥,1,鹰形目,鹰科,普通鵟,Ⅱ
Buteo hemilasius,113.8741493,34.88571972,2025/1/4,杨桥,1,鹰形目,鹰科,大鵟,Ⅱ
Circus  cyaneus  ,113.8741493,34.88571972,2025/1/4,杨桥,2,鹰形目,鹰科,白尾鹞,Ⅱ
Corvus corone ,113.8741493,34.88571972,2025/1/4,杨桥,40,雀形目,鸦科,小嘴乌鸦,
